Year,administration,larger,interests,houses,wide,deal,enemy,prince,herself,washington,green,captain,w,ways,association,ordinary,great,thirty,that,governor,occasion,post,lived,afterwards,values,district,top,oil,entered,roman,command,clearly,range,entire,dear,provide,reference,elements,animals,gods,foot,drawn,acts,names,speech,stone,music,affairs,wall,raised,now,fell,remains,prepared,freedom,ask,events,constant,those,receive,mere,conduct,parties,boy,actual,actually,jesus,division,takes,troops,fixed,easy,earlier,goods,picture,learned,notice,region,interesting,ago,write,directly,heavy,areas,trees,application,bed,systems,motion,carry,numbers,article,native,rich,village,popular,practical,design,causes,quality,Title
1803,0,0.000934288,0,0.000622859,0.000622859,0.004982871,0.000155715,0,0.034257241,0,0.000467144,0.000622859,0.000311429,0.000311429,0,0.000467144,0.021800062,0.000622859,0.231236375,0,0.005761445,0.000778574,0.002024291,0.004982871,0,0,0.000155715,0,0.00560573,0,0.000934288,0.000622859,0.000311429,0,0.021955777,0.001712862,0.000311429,0,0,0.000155715,0.000155715,0.001245718,0,0.000934288,0.001557147,0.000311429,0.001401433,0.001090003,0,0.000934288,0.029741514,0.000311429,0.000778574,0.001557147,0.000622859,0.004360012,0.000778574,0.002024291,0.009187169,0.004827157,0.000778574,0.003581439,0.001712862,0.000467144,0.000934288,0.001868577,0,0,0.001090003,0,0.003425724,0.003737154,0.000467144,0,0.001712862,0.000467144,0.003581439,0,0.002180006,0.003737154,0.00591716,0.003270009,0.000467144,0,0.000778574,0.001868577,0.000778574,0,0.000155715,0.000934288,0,0.000467144,0,0.001868577,0.000934288,0.000155715,0,0.00295858,0.000778574,0.000311429,PrideandPrejudice
1869,0,9.13E-05,0,0.00036523,0.001186998,0.005204529,0.000547845,0.000182615,0.021639883,0.001278305,0.002556611,0.000547845,0,0.001917458,0,0.000273923,0.016800584,0.000547845,0.160518627,0,0.001004383,0.001278305,0.00109569,0,9.13E-05,0,0.00073046,0.000182615,0.000639153,0,9.13E-05,9.13E-05,0,0.00073046,0.018352812,9.13E-05,0,0,0.000182615,0.000639153,0.001643535,0.000547845,0.000182615,0.000913075,0.003104456,0.001278305,0.004839299,0.00109569,0.000913075,9.13E-05,0.028305332,0.006574142,0.000273923,0.000639153,0.000547845,0.006939372,0.000273923,0.000547845,0.006939372,0.001369613,0.000456538,9.13E-05,0.000913075,0.010226443,9.13E-05,0.001734843,0,9.13E-05,0.00146092,9.13E-05,0.000639153,0.003560993,9.13E-05,0,0.002191381,0.003287071,0.000913075,9.13E-05,0.001278305,0.002556611,0.003834916,0.00036523,0.002373996,0,0.000456538,0,0.004200146,0,0.000456538,0.002008766,0,0.000547845,0.00036523,0.005387144,0,0.000182615,9.13E-05,0,9.13E-05,9.13E-05,LittleWomen
1985,0,0.00053986,0,0.000179953,0.001259672,0.00053986,0,0.00053986,0,0.000359906,0.000359906,0,0.000899766,0.002339392,0.000719813,0.004318877,0.003059205,0,0.059564513,0,0.000359906,0.001079719,0,0.00053986,0.00053986,0,0.001079719,0,0.002159439,0.000179953,0.002519345,0.000359906,0.003419111,0.001619579,0,0.001799532,0,0.000719813,0,0,0,0.000359906,0.000359906,0.001439626,0.001259672,0,0,0,0.00053986,0.000359906,0.008997661,0,0.000179953,0.001079719,0.000179953,0.001259672,0.000179953,0.000359906,0.006838222,0.005758503,0.000359906,0,0.000359906,0,0.002159439,0.003059205,0,0.001619579,0.001079719,0,0.00503869,0.002159439,0.000719813,0,0.00053986,0,0.000179953,0,0.003779017,0.001079719,0.002159439,0.001259672,0.000359906,0.000719813,0.000179953,0.000359906,0,0.011696959,0,0.002159439,0.010437286,0.00053986,0.00053986,0.000359906,0,0.003059205,0.000359906,0.000719813,0.000179953,0.001619579,HackersHandbook
1993,0,0,0.001620746,0,0,0,0.001620746,0,0,0.001620746,0,0,0,0,0,0,0.003241491,0,0.019448947,0,0,0,0,0,0,0,0,0,0,0,0,0.001620746,0,0,0,0.001620746,0,0,0,0.001620746,0,0,0,0,0,0,0.001620746,0,0,0.004862237,0.008103728,0,0,0,0.004862237,0.001620746,0,0,0.006482982,0,0,0,0,0,0,0,0,0.001620746,0,0,0,0.001620746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001620746,0,0,0,0,0,0,0,0,0,ClintonInauguralAddress
1859,0,0.000419507,0.000104877,0.001468275,0.001258521,0.001048768,0.001048768,0.000104877,0.004195071,0.000419507,0.000524384,0,0,0.001782905,0.000629261,0.000209754,0.016780283,0.00031463,0.188358679,0.00031463,0.001887782,0.000734137,0.001363398,0.002517042,0,0,0.001678028,0.00031463,0.002097535,0,0.000104877,0.000839014,0.00031463,0,0.010697431,0.000209754,0.000734137,0,0.000209754,0.000209754,0.002307289,0.002097535,0,0.000629261,0.000734137,0.005243838,0.000524384,0.001258521,0.004299948,0.003146303,0.021185107,0.004299948,0.000419507,0.000629261,0.000839014,0.006187729,0.000734137,0.000209754,0.011431568,0.000419507,0.002412166,0.000419507,0.000209754,0.003775564,0.00031463,0.000524384,0,0.000104877,0.000419507,0.000104877,0.001153644,0.001363398,0.000629261,0.00031463,0.000943891,0.001048768,0.001887782,0.00031463,0.000209754,0.002412166,0.002097535,0.000839014,0.00388044,0,0.001468275,0.00031463,0.003985317,0,0.000419507,0.001048768,0.000419507,0.000209754,0.000629261,0.000943891,0.005034085,0.000734137,0.00031463,0.000209754,0.000419507,0.000524384,ATaleOfTwoCities
1815,0,0.001164992,0.000291248,0.001164992,0,0.012960536,0.000145624,0.000145624,0.037425368,0,0,0.000436872,0.000436872,0.00218436,0,0.000291248,0.038007864,0.000436872,0.249017038,0,0.0036406,0.000291248,0.0036406,0.005388088,0.000145624,0,0.000436872,0,0.003494976,0,0.002038736,0.000291248,0.000291248,0.001164992,0.030872288,0.000582496,0,0,0,0,0.001019368,0.002038736,0,0.000582496,0.002621232,0.000291248,0.003058104,0.00072812,0.000291248,0.000873744,0.039900976,0.00145624,0.00072812,0.002038736,0.000291248,0.006116208,0.000436872,0.000873744,0.012960536,0.00145624,0.002329984,0.003203728,0.002475608,0.001747488,0.000436872,0.003786224,0,0.000436872,0.001164992,0,0.00291248,0.003931848,0.00072812,0,0.002475608,0.000291248,0.003494976,0,0.00436872,0.003349352,0.003349352,0.006407456,0.001164992,0,0.000145624,0.000436872,0.001310616,0,0.00072812,0.001164992,0.001019368,0.00072812,0.00072812,0.002038736,0.000291248,0.000145624,0,0.000582496,0.000436872,0.000291248,Emma
